@relation 'features-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5'

@attribute x numeric
@attribute y numeric
@attribute d numeric
@attribute ang numeric
@attribute class numeric

@data
33,92,78,-89,4
34,14,35,90,4
34,49,6,90,4
34,55,1,90,4
34,56,6,90,4
34,62,22,90,4
34,84,54,-88,4
35,30,22,-87,4
36,8,18,90,4
36,26,32,90,4
36,58,1,90,4
36,59,26,90,4
36,85,76,-89,4
37,9,1,90,4
37,10,33,90,4
37,43,1,90,4
37,44,13,90,4
37,57,1,90,4
37,58,19,90,4
37,77,72,-89,4
38,5,4,90,4
38,9,15,90,4
38,24,18,90,4
38,42,2,90,4
38,44,12,90,4
38,56,2,90,4
38,58,13,90,4
38,71,1,90,4
38,72,4,90,4
38,76,2,90,4
38,78,74,-89,4
39,4,1,90,4
39,5,51,90,4
39,56,1,90,4
39,57,15,90,4
39,72,5,90,4
39,77,26,90,4
39,103,98,-89,4
40,5,1,90,4
40,6,14,90,4
40,20,16,90,4
40,36,1,90,4
40,37,19,90,4
40,56,11,90,4
40,67,1,90,4
40,68,34,90,4
40,102,97,-89,4
41,5,26,90,4
41,31,5,90,4
41,36,14,90,4
41,50,18,90,4
41,68,5,90,4
41,73,24,90,4
41,97,96,-89,4
42,1,13,90,4
42,14,16,90,4
42,30,1,90,4
42,31,18,90,4
42,49,1,90,4
42,50,1,90,4
42,51,18,90,4
42,69,4,90,4
42,73,1,90,4
42,74,73,-89,4
43,1,1,90,4
43,2,7,90,4
43,9,4,90,4
43,13,1,90,4
43,14,1,90,4
43,15,14,90,4
43,29,21,90,4
43,50,12,90,4
43,62,7,90,4
43,69,1,90,4
43,70,69,-89,4
44,1,8,90,4
44,9,1,90,4
44,10,4,90,4
44,14,10,90,4
44,24,1,90,4
44,25,3,90,4
44,28,1,90,4
44,29,16,90,4
44,45,15,90,4
44,60,1,90,4
44,61,30,90,4
44,91,2,90,4
44,93,84,-89,4
45,9,16,90,4
45,25,2,90,4
45,27,2,90,4
45,29,14,90,4
45,43,1,90,4
45,44,17,90,4
45,61,2,90,4
45,63,25,90,4
45,88,1,90,4
45,89,81,-89,4
46,8,1,90,4
46,9,12,90,4
46,21,4,90,4
46,25,1,90,4
46,26,12,90,4
46,38,5,90,4
46,43,19,90,4
46,62,27,90,4
46,89,25,90,4
46,114,105,-89,4
47,9,1,90,4
47,10,1,90,4
47,11,10,90,4
47,21,1,90,4
47,22,3,90,4
47,25,12,90,4
47,37,1,90,4
47,38,19,90,4
47,57,25,90,4
47,82,1,90,4
47,83,6,90,4
47,89,45,90,4
47,134,1,90,4
47,135,126,-89,4
48,9,2,90,4
48,11,10,90,4
48,21,2,90,4
48,23,16,90,4
48,39,17,90,4
48,56,1,90,4
48,57,1,90,4
48,58,24,90,4
48,82,2,90,4
48,84,4,90,4
48,88,1,90,4
48,89,46,90,4
48,135,102,-89,4
49,33,24,90,4
49,57,19,90,4
49,76,1,90,4
49,77,5,90,4
49,82,1,90,4
49,83,22,90,4
49,105,73,-89,4
50,32,1,90,4
50,33,38,90,4
50,71,1,90,4
50,72,5,90,4
50,77,1,90,4
50,78,44,-88,4
51,34,1,90,4
51,35,16,90,4
51,51,19,90,4
51,70,2,90,4
51,72,5,90,4
51,77,62,-89,4
52,15,13,90,4
52,28,1,90,4
52,29,5,90,4
52,34,16,90,4
52,50,19,90,4
52,69,1,90,4
52,70,30,90,4
52,100,73,-89,4
53,27,2,90,4
53,29,37,90,4
53,66,1,90,4
53,67,3,90,4
53,70,3,90,4
53,73,22,90,4
53,95,67,-89,4
54,28,1,90,4
54,29,34,90,4
54,63,4,90,4
54,67,4,90,4
54,71,1,90,4
54,72,44,-88,4
55,28,1,90,4
55,29,3,90,4
55,32,13,90,4
55,45,17,90,4
55,62,1,90,4
55,63,8,90,4
55,71,49,-88,4
56,22,9,90,4
56,31,2,90,4
56,33,6,90,4
56,39,6,90,4
56,45,1,90,4
56,46,14,90,4
56,60,1,90,4
56,61,3,90,4
56,64,42,-88,4
57,22,1,90,4
57,23,9,90,4
57,32,6,90,4
57,38,1,90,4
57,39,22,90,4
57,61,3,90,4
57,64,1,90,4
57,65,58,-89,4
58,7,13,90,4
58,20,1,90,4
58,21,11,90,4
58,32,10,90,4
58,42,1,90,4
58,43,11,90,4
58,54,7,90,4
58,61,55,-88,4
59,6,1,90,4
59,7,14,90,4
59,21,10,90,4
59,31,1,90,4
59,32,18,90,4
59,50,31,90,4
59,81,23,90,4
59,104,1,90,4
59,105,16,90,4
59,121,116,-89,4
60,5,2,90,4
60,7,25,90,4
60,32,17,90,4
60,49,1,90,4
60,50,6,90,4
60,56,1,90,4
60,57,46,90,4
60,103,2,90,4
60,105,11,90,4
60,116,16,90,4
60,132,2,90,4
60,134,117,-89,4
61,17,16,90,4
61,33,23,90,4
61,56,48,90,4
61,104,1,90,4
61,105,27,90,4
61,132,1,90,4
61,133,105,-89,4
62,28,5,90,4
62,33,1,90,4
62,34,17,90,4
62,51,24,-87,4
63,27,1,90,4
63,28,5,90,4
63,33,18,90,4
63,51,1,90,4
63,52,54,90,4
63,106,78,-89,4
64,28,15,90,4
64,43,54,90,4
64,97,68,-89,4
65,29,69,90,4
65,98,53,-88,4
66,45,1,90,4
66,46,40,90,4
66,86,12,90,4
66,98,1,90,4
66,99,79,-89,4
67,20,19,90,4
67,39,6,90,4
67,45,16,90,4
67,61,1,90,4
67,62,23,90,4
67,85,1,90,4
67,86,12,90,4
67,98,79,-89,4
68,19,1,90,4
68,20,18,90,4
68,38,1,90,4
68,39,23,90,4
68,62,24,90,4
68,86,47,-88,4
69,39,1,90,4
69,40,14,90,4
69,54,33,90,4
69,87,1,90,4
69,88,49,-88,4
70,39,15,90,4
70,54,1,90,4
70,55,32,90,4
70,87,54,-88,4
71,33,20,90,4
71,53,20,-87,4
72,33,1,90,4
72,34,15,90,4
72,49,43,90,4
72,92,44,-88,4
73,48,2,90,4
73,50,1,-45,4
74,49,2,90,4
74,51,34,90,4
74,85,41,-88,4
75,44,5,90,4
75,49,1,90,4
75,50,7,-81,4
76,43,1,90,4
76,44,19,90,4
76,63,19,-86,4
77,44,1,90,4
77,45,13,90,4
77,58,41,90,4
77,99,69,-89,4
78,30,14,90,4
78,44,14,90,4
78,58,1,90,4
78,59,36,90,4
78,95,65,-89,4
79,30,1,90,4
79,31,10,90,4
79,41,15,90,4
79,56,1,90,4
79,57,18,90,4
79,75,1,90,4
79,76,18,90,4
79,94,1,90,4
79,95,57,-88,4
80,38,1,90,4
80,39,1,90,4
80,40,1,90,4
80,41,1,90,4
80,42,12,90,4
80,54,1,90,4
80,55,2,90,4
80,57,19,90,4
80,76,17,90,4
80,93,2,90,4
80,95,54,-88,4
81,41,14,90,4
81,55,6,-71,4
83,49,1,0,4
84,49,1,90,4
84,50,12,85,4
85,62,85,90,4
85,147,1,-45,4
86,146,1,90,4
86,147,102,-89,4
87,45,1,90,4
87,46,80,90,4
87,126,1,90,4
87,127,17,90,4
87,144,98,-89,4
88,46,81,90,4
88,127,16,90,4
88,143,1,90,4
88,144,99,-89,4
89,45,1,90,4
89,46,1,90,4
89,47,28,90,4
89,75,46,90,4
89,121,23,90,4
89,144,102,-89,4
90,42,2,90,4
90,44,2,90,4
90,46,43,90,4
90,89,1,90,4
90,90,55,90,4
90,145,103,-89,4
91,42,1,90,4
91,43,45,90,4
91,88,2,90,4
91,90,49,90,4
91,139,69,-89,4
92,70,69,90,4
92,139,1,90,4
92,140,70,-89,4
93,70,1,90,4
93,71,16,-86,4
94,55,1,90,4
94,56,1,0,4
95,56,6,-71,4
97,50,1,0,4
98,50,1,90,4
98,51,1,-45,4
99,50,42,90,4
99,92,2,0,4
101,92,8,60,4
105,99,2,90,4
105,101,97,-88,4
107,4,1,0,4
108,4,1,90,4
108,5,1,0,4
109,5,73,90,4
109,78,74,-89,4
110,4,2,90,4
110,6,59,90,4
110,65,2,90,4
110,67,1,-45,4
111,66,1,90,4
111,67,39,-85,4
114,28,1,-45,4
115,27,1,90,4
115,28,25,-87,4
116,3,25,90,4
116,28,26,-87,4
117,2,1,90,4
117,3,1,0,4
118,3,49,90,4
118,52,12,-85,4
119,40,1,90,4
119,41,10,90,4
119,51,2,90,4
119,53,49,90,4
119,102,2,90,4
119,104,64,-89,4
120,40,2,90,4
120,42,73,85,4
126,115,1,90,4
126,116,1,90,4
126,117,10,90,4
126,127,9,-83,4
127,118,1,90,4
127,119,1,45,4
128,120,1,90,4
128,121,119,-89,4
129,2,26,90,4
129,28,92,90,4
129,120,119,-89,4
130,1,1,90,4
130,2,1,90,4
130,3,1,-45,4
131,2,68,90,4
131,70,69,-89,4
132,1,5,90,4
132,6,18,90,4
132,24,1,90,4
132,25,1,0,4
133,25,23,-85,4
135,2,1,90,4
135,3,1,-45,4
136,2,88,89,4
137,90,1,0,4
138,90,1,90,4
138,91,86,-88,4
141,5,49,90,4
141,54,2,90,4
141,56,2,90,4
141,58,53,-88,4
142,5,1,90,4
142,6,48,90,4
142,54,1,90,4
142,55,2,90,4
142,57,1,90,4
142,58,21,-87,4
143,37,17,90,4
143,54,4,90,4
143,58,1,90,4
143,59,57,-88,4
144,2,1,90,4
144,3,50,90,4
144,53,5,90,4
144,58,56,-88,4
145,2,50,90,4
145,52,1,90,4
145,53,4,90,4
145,57,30,90,4
145,87,31,-88,4
146,56,1,90,4
146,57,28,90,4
2,36,6,90,4
2,42,6,-80,4
3,36,6,90,4
3,42,1,90,4
3,43,7,-81,4
4,36,1,90,4
4,37,108,90,4
4,145,52,-88,4
5,93,52,90,4
5,145,1,90,4
5,146,87,-88,4
7,59,2,90,4
7,61,7,-81,4
8,54,2,90,4
8,56,33,68,4
20,87,3,90,4
20,90,68,-89,4
21,22,1,-45,4
22,21,1,90,4
22,22,1,0,4
23,22,36,86,4
25,58,1,-45,4
26,57,1,90,4
26,58,36,-88,4
27,22,1,0,4
28,22,1,90,4
28,23,2,-63,4
29,21,1,90,4
29,22,1,0,4
30,22,1,45,4
31,23,1,90,4
31,24,1,-45,4
32,23,59,89,4
33,82,70,-88,4
35,12,1,-45,4
36,11,1,90,4
36,12,34,90,4
36,46,2,90,4
36,48,36,-88,4
37,12,34,90,4
37,46,1,90,4
37,47,33,-86,4
39,14,1,90,4
39,15,1,-45,4
40,14,79,90,4
40,93,1,90,4
40,94,6,-80,4
41,88,5,90,4
41,93,33,86,4
43,126,1,-45,4
44,125,1,90,4
44,126,75,-89,4
45,51,6,-80,4
46,45,1,-45,4
47,44,1,90,4
47,45,1,90,4
47,46,3,-71,4
48,43,2,90,4
48,45,11,70,4
52,56,2,90,4
52,58,55,-88,4
53,3,1,0,4
54,3,40,85,4
57,43,2,90,4
57,45,73,90,4
57,118,2,90,4
57,120,9,-83,4
58,111,5,90,4
58,116,77,-89,4
59,39,1,90,4
59,40,68,90,4
59,108,2,90,4
59,110,72,-89,4
60,38,13,67,4
65,50,76,89,4
66,126,2,-63,4
67,124,1,90,4
67,125,1,90,4
67,126,9,-83,4
68,117,7,90,4
68,124,32,-88,4
69,92,25,90,4
69,117,1,0,4
70,117,1,90,4
70,118,5,-68,4
72,113,2,90,4
72,115,2,-63,4
73,113,1,90,4
73,114,47,-72,4
87,69,59,-88,4
89,10,4,-75,4
90,6,3,90,4
90,9,1,90,4
90,10,73,89,4
91,83,1,0,4
92,83,1,90,4
92,84,18,53,4
103,99,13,-53,4
111,88,77,-87,4
115,11,33,90,4
115,44,43,-88,4
116,1,9,90,4
116,10,1,90,4
116,11,22,90,4
116,33,65,90,4
116,98,92,-89,4
117,6,5,90,4
117,11,21,90,4
117,32,1,90,4
117,33,65,90,4
117,98,92,-89,4
118,6,1,90,4
118,7,24,90,4
118,31,2,90,4
118,33,64,90,4
118,97,1,90,4
118,98,92,-89,4
119,6,25,90,4
119,31,1,90,4
119,32,4,90,4
119,36,2,90,4
119,38,60,90,4
119,98,68,-89,4
120,30,1,90,4
120,31,6,90,4
120,37,1,90,4
120,38,8,-82,4
121,30,8,90,4
121,38,7,-81,4
122,31,14,-4,4
136,30,99,89,4
137,129,1,90,4
137,130,42,-88,4
138,88,2,90,4
138,90,40,90,4
138,130,16,86,4
139,146,1,90,4
139,147,102,-88,4
141,45,2,90,4
141,47,1,-45,4
142,46,1,90,4
142,47,40,87,4
144,87,1,0,4
145,87,1,90,4
145,88,27,-87,4
146,61,25,90,4
146,86,1,90,4
146,87,26,-87,4
147,61,1,90,4
147,62,23,90,4
147,85,2,90,4
147,87,26,-87,4
148,61,2,90,4
2,25,1,90,1
2,26,39,90,1
2,65,1,90,1
2,66,7,90,1
2,73,1,90,1
2,74,5,90,1
2,79,41,90,1
2,120,1,90,1
2,121,96,-89,1
3,25,2,90,1
3,27,31,90,1
3,58,8,90,1
3,66,8,90,1
3,74,16,90,1
3,90,6,90,1
3,96,25,90,1
3,121,8,90,1
3,129,104,-89,1
4,25,1,90,1
4,26,28,90,1
4,54,11,90,1
4,65,1,90,1
4,66,8,90,1
4,74,15,90,1
4,89,1,90,1
4,90,6,90,1
4,96,1,90,1
4,97,1,90,1
4,98,24,90,1
4,122,1,90,1
4,123,70,-89,1
5,53,1,90,1
5,54,5,90,1
5,59,20,90,1
5,79,19,90,1
5,98,7,90,1
5,105,1,90,1
5,106,16,90,1
5,122,16,90,1
5,138,87,-89,1
6,51,54,90,1
6,105,32,90,1
6,137,92,-89,1
7,45,59,90,1
7,104,1,90,1
7,105,9,90,1
7,114,22,90,1
7,136,1,90,1
7,137,117,-89,1
8,20,20,90,1
8,40,74,90,1
8,114,8,90,1
8,122,21,90,1
8,143,22,-87,1
9,121,21,90,1
9,142,126,-89,1
10,16,19,90,1
10,35,2,90,1
10,37,84,90,1
10,121,1,90,1
10,122,19,90,1
10,141,1,90,1
10,142,126,-89,1
11,16,1,90,1
11,17,17,90,1
11,34,87,90,1
11,121,10,90,1
11,131,16,90,1
11,147,85,-89,1
12,62,20,90,1
12,82,8,90,1
12,90,1,90,1
12,91,40,90,1
12,131,15,90,1
12,146,1,90,1
12,147,56,-88,1
13,91,40,90,1
13,131,1,90,1
13,132,104,-89,1
14,28,21,90,1
14,49,5,90,1
14,54,8,90,1
14,62,28,90,1
14,90,7,90,1
14,97,34,90,1
14,131,103,-89,1
15,28,1,90,1
15,29,20,90,1
15,49,41,90,1
15,90,7,90,1
15,97,34,90,1
15,131,1,-45,1
16,130,1,90,1
16,131,18,-86,1
17,113,1,45,1
18,114,19,90,1
18,133,95,-89,1
19,38,2,90,1
19,40,99,90,1
19,139,106,-89,1
20,33,6,90,1
20,39,69,90,1
20,108,1,90,1
20,109,1,90,1
20,110,12,90,1
20,122,16,90,1
20,138,1,90,1
20,139,107,-89,1
21,32,1,90,1
21,33,77,90,1
21,110,11,90,1
21,121,1,90,1
21,122,88,-89,1
22,34,43,90,1
22,77,4,90,1
22,81,1,90,1
22,82,24,90,1
22,106,16,90,1
22,122,7,90,1
22,129,1,90,1
22,130,16,90,1
22,146,84,-89,1
23,62,8,90,1
23,70,12,90,1
23,82,7,90,1
23,89,1,90,1
23,90,16,90,1
23,106,1,90,1
23,107,23,90,1
23,130,15,90,1
23,145,1,90,1
23,146,118,-89,1
24,28,28,90,1
24,56,6,90,1
24,62,9,90,1
24,71,6,90,1
24,77,5,90,1
24,82,7,90,1
24,89,16,90,1
24,105,1,90,1
24,106,40,90,1
24,146,118,-89,1
25,28,1,90,1
25,29,32,90,1
25,61,1,90,1
25,62,8,90,1
25,70,1,90,1
25,71,6,90,1
25,77,1,90,1
25,78,10,90,1
25,88,1,90,1
25,89,9,90,1
25,98,8,90,1
25,106,22,90,1
25,128,1,90,1
25,129,77,-89,1
26,52,2,90,1
26,54,46,90,1
26,100,29,90,1
26,129,83,-89,1
27,46,91,90,1
27,137,1,90,1
27,138,94,-89,1
28,44,61,90,1
28,105,9,90,1
28,114,1,90,1
28,115,22,90,1
28,137,98,-89,1
29,39,76,90,1
29,115,7,-81,1
30,108,12,90,1
30,120,15,90,1
30,135,7,81,1
31,142,2,90,1
31,144,2,90,1
31,146,4,-75,1
32,142,1,90,1
32,143,1,90,1
32,144,1,90,1
32,145,1,90,1
32,146,1,90,1
32,147,3,-71,1
33,144,1,90,1
33,145,2,90,1
33,147,85,-89,1
34,62,1,90,1
34,63,7,90,1
34,70,74,90,1
34,144,81,-89,1
35,63,3,90,1
35,66,10,-84,1
36,56,73,90,1
36,129,15,90,1
36,144,94,-89,1
37,50,53,90,1
37,103,40,90,1
37,143,1,90,1
37,144,80,-88,1
39,64,44,90,1
39,108,61,-89,1
40,47,17,90,1
40,64,1,90,1
40,65,36,90,1
40,101,7,90,1
40,108,1,90,1
40,109,31,90,1
40,140,99,-88,1
42,41,64,90,1
42,105,1,90,1
42,106,7,90,1
42,113,9,90,1
42,122,1,90,1
42,123,57,-88,1
43,66,40,90,1
43,106,7,90,1
43,113,9,90,1
43,122,79,-89,1
44,43,1,90,1
44,44,22,90,1
44,66,1,90,1
44,67,11,90,1
44,78,47,90,1
44,125,82,-89,1
45,43,1,90,1
45,44,14,90,1
45,58,1,90,1
45,59,1,90,1
45,60,4,90,1
45,64,1,90,1
45,65,7,90,1
45,72,6,90,1
45,78,1,90,1
45,79,45,90,1
45,124,1,90,1
45,125,87,-89,1
46,38,5,90,1
46,43,15,90,1
46,58,2,90,1
46,60,5,90,1
46,65,25,90,1
46,90,3,90,1
46,93,32,90,1
46,125,67,-89,1
47,58,1,90,1
47,59,1,90,1
47,60,33,90,1
47,93,1,90,1
47,94,44,90,1
47,138,80,-89,1
48,58,79,90,1
48,137,1,90,1
48,138,122,-89,1
50,16,1,90,1
50,17,40,90,1
50,57,40,-88,1
51,17,39,90,1
51,56,1,90,1
51,57,46,90,1
51,103,46,-88,1
52,57,1,90,1
52,58,45,90,1
52,103,1,90,1
52,104,38,90,1
52,142,85,-89,1
53,57,44,90,1
53,101,1,90,1
53,102,1,0,1
54,102,17,90,1
54,119,92,-89,1
55,27,85,90,1
55,112,91,-89,1
56,21,5,90,1
56,26,1,90,1
56,27,1,0,1
57,27,37,88,1
58,64,22,-84,1
60,42,1,90,1
60,43,78,90,1
60,121,79,-89,1
61,42,74,90,1
61,116,4,90,1
61,120,1,90,1
61,121,22,90,1
61,143,1,90,1
61,144,101,-89,1
62,43,56,90,1
62,99,2,90,1
62,101,14,90,1
62,115,29,90,1
62,144,101,-89,1
63,43,1,90,1
63,44,70,90,1
63,114,1,90,1
63,115,2,-63,1
64,113,2,90,1
64,115,18,90,1
64,133,60,-89,1
65,73,39,90,1
65,112,1,90,1
65,113,1,90,1
65,114,18,90,1
65,132,1,90,1
65,133,50,-88,1
66,83,28,90,1
66,111,2,90,1
66,113,2,-63,1
67,111,1,90,1
67,112,1,90,1
67,113,3,-71,1
68,110,1,90,1
68,111,1,0,1
69,111,62,-89,1
70,49,67,90,1
70,116,1,90,1
70,117,11,90,1
70,128,12,-85,1
71,116,26,90,1
71,142,1,90,1
71,143,39,-88,1
72,104,6,90,1
72,110,33,90,1
72,143,1,90,1
72,144,71,-89,1
73,73,10,90,1
73,83,13,90,1
73,96,47,90,1
73,143,2,90,1
73,145,63,-89,1
74,82,1,90,1
74,83,61,90,1
74,144,1,90,1
74,145,19,-86,1
75,126,1,-45,1
76,125,1,90,1
76,126,4,90,1
76,130,2,-45,1
78,128,18,90,1
78,146,1,-45,1
79,145,1,90,1
79,146,119,-89,1
81,27,93,90,1
81,120,88,-88,1
83,32,1,-45,1
84,31,1,90,1
84,32,24,-87,1
85,8,1,90,1
85,9,1,-45,1
86,8,95,90,1
86,103,2,90,1
86,105,24,-87,1
87,81,1,90,1
87,82,1,90,1
87,83,2,-63,1
88,81,2,90,1
88,83,45,87,1
90,128,67,-89,1
91,61,69,89,1
92,130,1,90,1
92,131,9,-83,1
93,122,8,90,1
93,130,14,-85,1
94,116,6,90,1
94,122,1,90,1
94,123,25,90,1
94,148,32,-88,1
95,116,1,90,1
95,117,30,90,1
95,147,1,0,1
96,147,1,90,1
96,148,45,-88,1
97,103,2,90,1
97,105,41,90,1
97,146,49,-88,1
98,97,2,90,1
98,99,39,90,1
98,138,1,90,1
98,139,1,0,1
99,139,53,-88,1
100,86,1,90,1
100,87,44,90,1
100,131,1,90,1
100,132,7,90,1
100,139,1,90,1
100,140,53,-88,1
101,87,45,90,1
101,132,74,-89,1
102,58,2,90,1
102,60,73,90,1
102,133,8,-82,1
103,125,8,90,1
103,133,1,90,1
103,134,10,-84,1
104,124,1,90,1
104,125,31,-88,1
105,94,2,90,1
105,96,7,74,1
107,103,2,90,1
107,105,72,-89,1
108,33,1,90,1
108,34,42,90,1
108,76,1,90,1
108,77,68,90,1
108,145,112,-89,1
109,33,43,90,1
109,76,2,90,1
109,78,61,89,1
110,139,102,-89,1
111,37,101,90,1
111,138,1,90,1
111,139,114,-89,1
112,25,1,90,1
112,26,120,90,1
112,146,121,-89,1
113,25,121,90,1
113,146,1,90,1
113,147,119,-89,1
114,28,71,90,1
114,99,1,90,1
114,100,23,90,1
114,123,1,90,1
114,124,5,90,1
114,129,29,-88,1
115,100,4,90,1
115,104,7,90,1
115,111,7,90,1
115,118,3,90,1
115,121,3,90,1
115,124,5,90,1
115,129,1,90,1
115,130,13,-85,1
116,117,1,90,1
116,118,73,-89,1
117,45,73,90,1
117,118,111,-89,1
118,7,43,90,1
118,50,26,90,1
118,76,4,90,1
118,80,73,-89,1
119,7,1,90,1
119,8,42,90,1
119,50,1,90,1
119,51,29,90,1
119,80,1,90,1
119,81,74,-89,1
120,7,3,90,1
120,10,1,90,1
120,11,71,90,1
120,82,72,-89,1
121,10,44,90,1
121,54,1,90,1
121,55,33,90,1
121,88,33,-88,1
122,55,6,80,1
123,61,57,86,1
126,118,2,90,1
126,120,47,-88,1
127,73,7,81,1
128,80,19,-83,1
130,61,26,90,1
130,87,33,-88,1
131,54,7,90,1
131,61,1,90,1
131,62,25,90,1
131,87,1,90,1
131,88,30,-84,1
134,58,25,80,1
138,83,4,90,1
138,87,23,-87,1
139,64,1,90,1
139,65,22,90,1
139,87,1,90,1
139,88,24,-87,1
140,64,25,90,1
140,89,1,90,1
140,90,1,-45,1
141,89,2,90,1
141,91,2,90,1
1,5,94,89,1
2,99,92,-88,1
4,7,109,90,1
4,116,26,90,1
4,142,1,90,1
4,143,136,-89,1
5,7,1,90,1
5,8,135,90,1
5,143,138,-89,1
6,5,1,90,1
6,6,1,-45,1
7,5,73,90,1
7,78,7,-74,1
9,71,31,90,1
9,102,2,90,1
9,104,18,90,1
9,122,25,-85,1
11,97,1,90,1
11,98,19,90,1
11,117,19,-86,1
12,98,18,90,1
12,116,1,90,1
12,117,55,-88,1
13,62,2,90,1
13,64,50,88,1
14,114,28,-87,1
15,86,27,90,1
15,113,1,90,1
15,114,6,90,1
15,120,8,90,1
15,128,2,90,1
15,130,7,90,1
15,137,59,-89,1
16,78,42,90,1
16,120,1,90,1
16,121,1,90,1
16,122,1,90,1
16,123,5,90,1
16,128,1,90,1
16,129,1,90,1
16,130,23,-87,1
17,107,40,90,1
17,147,48,-88,1
18,99,18,90,1
18,117,18,-86,1
19,99,1,90,1
19,100,17,76,1
23,117,76,-89,1
24,41,93,90,1
24,134,93,-89,1
25,41,1,90,1
25,42,40,90,1
25,82,27,90,1
25,109,1,90,1
25,110,4,90,1
25,114,1,90,1
25,115,6,90,1
25,121,9,90,1
25,130,4,90,1
25,134,1,90,1
25,135,95,-89,1
26,40,1,90,1
26,41,35,90,1
26,76,33,90,1
26,109,5,90,1
26,114,27,90,1
26,141,100,-89,1
27,41,5,90,1
27,46,29,90,1
27,75,1,90,1
27,76,71,90,1
27,147,1,-45,1
28,146,1,90,1
28,147,143,-89,1
29,4,64,90,1
29,68,2,90,1
29,70,32,90,1
29,102,2,90,1
29,104,10,90,1
29,114,52,-88,1
30,62,7,90,1
30,69,27,90,1
30,96,6,90,1
30,102,1,90,1
30,103,1,90,1
30,104,10,90,1
30,114,1,90,1
30,115,109,-89,1
31,6,1,90,1
31,7,52,90,1
31,59,1,90,1
31,60,1,90,1
31,61,1,90,1
31,62,31,90,1
31,93,11,90,1
31,104,1,90,1
31,105,9,90,1
31,114,108,-89,1
32,6,2,90,1
32,8,47,90,1
32,55,4,90,1
32,59,29,90,1
32,88,16,90,1
32,104,9,90,1
32,113,9,90,1
32,122,115,-89,1
33,7,1,90,1
33,8,76,90,1
33,84,45,90,1
33,129,1,90,1
33,130,121,-89,1
34,9,1,90,1
34,10,39,90,1
34,49,27,90,1
34,76,3,90,1
34,79,25,90,1
34,104,11,90,1
34,115,1,90,1
34,116,13,90,1
34,129,2,90,1
34,131,6,90,1
34,137,1,90,1
34,138,129,-89,1
35,9,1,90,1
35,10,34,90,1
35,44,33,90,1
35,77,2,90,1
35,79,1,90,1
35,80,23,90,1
35,103,1,90,1
35,104,11,90,1
35,115,23,90,1
35,138,5,90,1
35,143,71,-89,1
36,72,5,90,1
36,77,1,90,1
36,78,65,90,1
36,143,1,90,1
36,144,104,-89,1
37,40,2,90,1
37,42,31,90,1
37,73,42,90,1
37,115,50,-88,1
38,65,34,90,1
38,99,1,90,1
38,100,7,90,1
38,107,102,-89,1
39,5,9,90,1
39,14,1,90,1
39,15,51,90,1
39,66,26,90,1
39,92,78,-89,1
40,14,74,90,1
40,88,2,90,1
40,90,1,90,1
40,91,29,90,1
40,120,29,-88,1
41,91,36,-88,1
42,55,2,90,1
42,57,20,90,1
42,77,2,90,1
42,79,51,90,1
42,130,1,90,1
42,131,5,90,1
42,136,127,-89,1
43,9,43,90,1
43,52,39,90,1
43,91,40,90,1
43,131,5,90,1
43,136,1,90,1
43,137,91,-89,1
44,46,45,90,1
44,91,1,90,1
44,92,25,-87,1
45,67,2,90,1
45,69,73,90,1
45,142,1,90,1
45,143,138,-89,1
46,5,1,90,1
46,6,60,90,1
46,66,1,90,1
46,67,1,90,1
46,68,26,90,1
46,94,8,90,1
46,102,10,90,1
46,112,4,90,1
46,116,27,90,1
46,143,3,90,1
46,146,140,-89,1
47,6,61,90,1
47,67,18,90,1
47,85,3,90,1
47,88,6,90,1
47,94,8,90,1
47,102,1,90,1
47,103,1,90,1
47,104,18,90,1
47,122,43,-88,1
48,79,6,90,1
48,85,1,90,1
48,86,25,90,1
48,111,5,90,1
48,116,6,90,1
48,122,1,90,1
48,123,64,-89,1
49,59,1,90,1
49,60,56,90,1
49,116,1,90,1
49,117,110,-89,1
50,7,51,90,1
50,58,2,90,1
50,60,1,90,1
50,61,7,90,1
50,68,1,90,1
50,69,5,90,1
50,74,1,90,1
50,75,24,90,1
50,99,15,90,1
50,114,1,90,1
50,115,108,-89,1
51,7,1,90,1
51,8,49,90,1
51,57,1,90,1
51,58,1,90,1
51,59,3,90,1
51,62,6,90,1
51,68,6,90,1
51,74,41,90,1
51,115,19,90,1
51,134,76,-89,1
52,58,79,89,1
53,137,1,90,1
53,138,91,-89,1
54,47,1,90,1
54,48,50,90,1
54,98,39,90,1
54,137,91,-89,1
55,46,2,90,1
55,48,40,90,1
55,88,1,90,1
55,89,1,90,1
55,90,7,90,1
55,97,1,90,1
55,98,9,90,1
55,107,10,90,1
55,117,26,90,1
55,143,65,-89,1
56,78,3,90,1
56,81,1,90,1
56,82,6,90,1
56,88,2,90,1
56,90,10,90,1
56,100,7,90,1
56,107,1,90,1
56,108,9,90,1
56,117,1,90,1
56,118,53,-88,1
57,65,1,90,1
57,66,6,90,1
57,72,1,90,1
57,73,5,90,1
57,78,1,90,1
57,79,3,90,1
57,82,7,90,1
57,89,17,90,1
57,106,1,90,1
57,107,10,90,1
57,117,28,90,1
57,145,79,-89,1
58,66,6,90,1
58,72,35,90,1
58,107,4,90,1
58,111,1,90,1
58,112,4,90,1
58,116,1,90,1
58,117,8,90,1
