@relation 'features-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5'

@attribute x numeric
@attribute y numeric
@attribute d numeric
@attribute ang numeric
@attribute class numeric

@data
104,57,4,90,2
104,61,1,90,2
104,62,76,90,2
104,138,1,90,2
104,139,110,-89,2
105,29,28,90,2
105,57,1,90,2
105,58,3,90,2
105,61,78,90,2
105,139,1,90,2
105,140,111,-89,2
106,29,1,90,2
106,30,30,90,2
106,60,79,90,2
106,139,2,90,2
106,141,1,90,2
106,142,113,-89,2
107,29,42,90,2
107,71,1,90,2
107,72,70,90,2
107,142,112,-89,2
108,30,21,90,2
108,51,20,90,2
108,71,66,90,2
108,137,6,90,2
108,143,95,-89,2
109,48,2,90,2
109,50,1,90,2
109,51,1,90,2
109,52,32,90,2
109,84,1,90,2
109,85,40,90,2
109,125,11,90,2
109,136,1,90,2
109,137,107,-89,2
110,30,12,90,2
110,42,7,90,2
110,49,2,90,2
110,51,24,90,2
110,75,1,90,2
110,76,8,90,2
110,84,40,90,2
110,124,2,90,2
110,126,11,90,2
110,137,8,90,2
110,145,1,90,2
110,146,115,-89,2
111,31,10,90,2
111,41,1,90,2
111,42,33,90,2
111,75,48,90,2
111,123,2,90,2
111,125,20,90,2
111,145,103,-89,2
112,42,26,90,2
112,68,38,90,2
112,106,2,90,2
112,108,31,90,2
112,139,109,-89,2
113,30,12,90,2
113,42,1,90,2
113,43,12,90,2
113,55,14,90,2
113,69,1,90,2
113,70,2,90,2
113,72,1,90,2
113,73,31,-88,2
114,42,2,90,2
114,44,12,90,2
114,56,13,90,2
114,69,4,90,2
114,73,37,90,2
114,110,1,90,2
114,111,8,90,2
114,119,74,-89,2
115,45,1,90,2
115,46,64,90,2
115,110,65,-89,2
116,45,2,90,2
116,47,12,90,2
116,59,15,90,2
116,74,47,90,2
116,121,1,90,2
116,122,19,90,2
116,141,106,-89,2
117,35,11,90,2
117,46,14,90,2
117,60,1,90,2
117,61,49,90,2
117,110,11,90,2
117,121,86,-89,2
118,35,1,90,2
118,36,25,90,2
118,61,48,90,2
118,109,2,90,2
118,111,18,90,2
118,129,63,-89,2
119,66,1,90,2
119,67,15,90,2
119,82,23,90,2
119,105,3,90,2
119,108,2,90,2
119,110,1,90,2
119,111,17,90,2
119,128,1,90,2
119,129,67,-89,2
120,62,5,90,2
120,67,15,90,2
120,82,1,90,2
120,83,24,90,2
120,107,1,90,2
120,108,4,90,2
120,112,17,90,2
120,129,9,90,2
120,138,83,-89,2
121,55,14,90,2
121,69,2,90,2
121,71,13,90,2
121,84,33,90,2
121,117,21,90,2
121,138,1,90,2
121,139,102,-89,2
122,37,33,90,2
122,70,1,90,2
122,71,14,-85,2
123,57,3,90,2
123,60,38,90,2
123,98,35,90,2
123,133,85,-89,2
124,48,9,90,2
124,57,1,90,2
124,58,1,90,2
124,59,1,90,2
124,60,36,90,2
124,96,1,90,2
124,97,1,90,2
124,98,41,-88,2
125,57,3,90,2
125,60,20,90,2
125,80,10,90,2
125,90,11,-84,2
126,79,1,90,2
126,80,10,90,2
126,90,1,90,2
126,91,40,90,2
126,131,86,-89,2
127,45,35,90,2
127,80,13,90,2
127,93,37,90,2
127,130,1,90,2
127,131,100,-89,2
128,31,1,90,2
128,32,12,90,2
128,44,1,90,2
128,45,9,90,2
128,54,27,90,2
128,81,5,90,2
128,86,55,-88,2
129,31,57,90,2
129,88,31,-88,2
130,57,1,90,2
130,58,24,90,2
130,82,1,90,2
130,83,11,90,2
130,94,36,-88,2
131,58,13,90,2
131,71,1,90,2
131,72,9,90,2
131,81,1,90,2
131,82,11,90,2
131,93,1,90,2
131,94,67,-89,2
132,27,3,90,2
132,30,41,90,2
132,71,6,90,2
132,77,5,90,2
132,82,36,90,2
132,118,20,90,2
132,138,112,-89,2
133,26,1,90,2
133,27,2,90,2
133,29,1,90,2
133,30,1,90,2
133,31,19,90,2
133,50,26,90,2
133,76,5,90,2
133,81,1,90,2
133,82,16,90,2
133,98,1,90,2
133,99,72,-89,2
134,27,1,90,2
134,28,2,90,2
134,30,52,90,2
134,82,66,90,2
134,148,121,-89,2
135,27,93,90,2
135,120,28,90,2
135,148,77,-89,2
136,71,64,90,2
136,135,88,-89,2
137,47,24,90,2
137,71,1,90,2
137,72,1,90,2
137,73,2,-63,2
138,71,2,90,2
138,73,23,-85,2
140,50,25,90,2
140,75,6,-80,2
141,69,6,90,2
141,75,1,90,2
141,76,36,90,2
141,112,44,-88,2
142,68,1,90,2
142,69,6,90,2
142,75,4,90,2
142,79,64,90,2
142,143,74,-89,2
143,69,74,90,2
143,143,1,90,2
143,144,46,-88,2
144,98,28,-87,2
145,70,4,90,2
145,74,10,90,2
145,84,1,90,2
145,85,39,90,2
145,124,18,90,2
145,142,82,-89,2
146,60,10,90,2
146,70,1,90,2
146,71,3,90,2
146,74,1,90,2
146,75,9,90,2
146,84,22,90,2
146,106,23,90,2
146,129,60,-89,2
147,69,1,90,2
147,70,3,90,2
147,73,10,90,2
147,83,1,90,2
147,84,14,-85,2
1,107,1,90,2
1,108,14,90,2
1,122,1,90,2
1,123,92,-89,2
2,31,59,90,2
2,90,18,90,2
2,108,15,90,2
2,123,91,-89,2
3,32,26,90,2
3,58,18,90,2
3,76,14,90,2
3,90,1,90,2
3,91,59,-89,2
4,32,1,90,2
4,33,1,90,2
4,34,41,90,2
4,75,1,90,2
4,76,33,90,2
4,109,16,90,2
4,125,1,90,2
4,126,95,-89,2
5,31,1,90,2
5,32,2,90,2
5,34,13,90,2
5,47,2,90,2
5,49,60,90,2
5,109,1,90,2
5,110,15,90,2
5,125,15,90,2
5,140,1,90,2
5,141,137,-89,2
6,4,2,90,2
6,6,41,90,2
6,47,1,90,2
6,48,85,90,2
6,133,6,90,2
6,139,2,90,2
6,141,138,-89,2
7,3,2,90,2
7,5,39,90,2
7,44,1,90,2
7,45,1,90,2
7,46,1,90,2
7,47,88,90,2
7,135,1,90,2
7,136,133,-89,2
8,3,1,90,2
8,4,40,90,2
8,44,3,90,2
8,47,33,90,2
8,80,55,90,2
8,135,132,-89,2
9,3,36,90,2
9,39,1,90,2
9,40,24,90,2
9,64,39,90,2
9,103,32,90,2
9,135,95,-89,2
10,40,94,90,2
10,134,1,90,2
10,135,77,-89,2
11,58,77,90,2
11,135,77,-89,2
12,58,1,90,2
12,59,75,90,2
12,134,31,-88,2
13,103,1,-45,2
14,102,1,90,2
14,103,100,-89,2
15,3,1,90,2
15,4,51,90,2
15,55,72,90,2
15,127,124,-89,2
16,3,26,90,2
16,29,25,90,2
16,54,1,90,2
16,55,71,90,2
16,126,2,90,2
16,128,125,-89,2
17,3,52,90,2
17,55,72,90,2
17,127,124,-89,2
18,3,20,90,2
18,23,1,90,2
18,24,43,90,2
18,67,65,-89,2
19,2,1,90,2
19,3,21,90,2
19,24,1,90,2
19,25,31,90,2
19,56,9,90,2
19,65,41,-88,2
20,24,14,90,2
20,38,33,-88,2
21,5,1,0,2
22,5,1,90,2
22,6,2,90,2
22,8,1,-45,2
23,7,13,90,2
23,20,14,90,2
23,34,19,90,2
23,53,50,-88,2
24,3,26,90,2
24,29,27,-87,2
25,2,1,90,2
25,3,25,90,2
25,28,1,90,2
25,29,1,90,2
25,30,13,90,2
25,43,1,90,2
25,44,41,-88,2
26,3,11,90,2
26,14,1,90,2
26,15,14,90,2
26,29,13,90,2
26,42,2,90,2
26,44,76,90,2
26,120,117,-89,2
27,3,1,90,2
27,4,10,90,2
27,14,8,90,2
27,22,20,90,2
27,42,1,90,2
27,43,16,90,2
27,59,23,90,2
27,82,1,90,2
27,83,36,90,2
27,119,62,-89,2
28,57,24,90,2
28,81,2,90,2
28,83,26,-87,2
29,57,21,90,2
29,78,24,-87,2
30,54,39,90,2
30,93,1,90,2
30,94,29,90,2
30,123,1,90,2
30,124,24,90,2
30,148,141,-89,2
31,7,2,90,2
31,9,9,90,2
31,18,75,90,2
31,93,30,90,2
31,123,14,90,2
31,137,10,90,2
31,147,1,90,2
31,148,141,-89,2
32,7,1,90,2
32,8,21,90,2
32,29,1,90,2
32,30,16,90,2
32,46,2,90,2
32,48,43,90,2
32,91,1,90,2
32,92,44,90,2
32,136,1,90,2
32,137,11,90,2
32,148,120,-89,2
33,28,2,90,2
33,30,35,90,2
33,65,5,90,2
33,70,16,90,2
33,86,5,90,2
33,91,66,-89,2
34,25,1,90,2
34,26,15,90,2
34,41,2,90,2
34,43,21,90,2
34,64,1,90,2
34,65,42,-88,2
35,23,3,90,2
35,26,36,90,2
35,62,19,90,2
35,81,1,90,2
35,82,2,90,2
35,84,81,-89,2
36,3,19,90,2
36,22,1,90,2
36,23,29,90,2
36,52,1,90,2
36,53,3,90,2
36,56,1,90,2
36,57,25,90,2
36,82,1,90,2
36,83,57,90,2
36,140,87,-89,2
37,53,3,90,2
37,56,26,90,2
37,82,58,90,2
37,140,1,90,2
37,141,113,-89,2
38,28,20,90,2
38,48,5,90,2
38,53,23,90,2
38,76,45,-88,2
39,31,25,90,2
39,56,19,90,2
39,75,2,90,2
39,77,22,-87,2
40,55,1,90,2
40,56,14,90,2
40,70,20,90,2
40,90,1,90,2
40,91,53,90,2
40,144,117,-89,2
41,27,30,90,2
41,57,11,90,2
41,68,1,90,2
41,69,21,90,2
41,90,54,90,2
41,144,1,90,2
41,145,118,-89,2
42,27,1,90,2
42,28,29,90,2
42,57,1,90,2
42,58,2,90,2
42,60,1,90,2
42,61,6,90,2
42,67,2,90,2
42,69,14,90,2
42,83,1,90,2
42,84,2,90,2
42,86,1,90,2
42,87,57,90,2
42,144,118,-89,2
43,26,16,90,2
43,42,1,90,2
43,43,9,90,2
43,52,5,90,2
43,57,4,90,2
43,61,23,90,2
43,84,1,90,2
43,85,69,-89,2
44,16,21,90,2
44,37,2,90,2
44,39,2,90,2
44,41,1,90,2
44,42,11,90,2
44,53,62,90,2
44,115,1,90,2
44,116,111,-89,2
45,5,9,90,2
45,14,23,90,2
45,37,1,90,2
45,38,3,90,2
45,41,2,90,2
45,43,10,90,2
45,53,1,90,2
45,54,1,90,2
45,55,6,90,2
45,61,55,90,2
45,116,112,-89,2
46,4,1,90,2
46,5,8,90,2
46,13,1,90,2
46,14,4,90,2
46,18,1,90,2
46,19,23,90,2
46,42,14,90,2
46,56,4,90,2
46,60,1,90,2
46,61,32,90,2
46,93,2,90,2
46,95,82,-89,2
47,13,5,90,2
47,18,17,90,2
47,35,10,90,2
47,45,15,90,2
47,60,2,90,2
47,62,9,90,2
47,71,1,90,2
47,72,21,90,2
47,93,1,90,2
47,94,77,-89,2
48,17,13,90,2
48,30,15,90,2
48,45,27,90,2
48,72,18,-86,2
49,54,4,90,2
49,58,8,90,2
49,66,6,90,2
49,72,1,90,2
49,73,48,-88,2
50,25,15,90,2
50,40,17,90,2
50,57,1,90,2
50,58,7,90,2
50,65,1,90,2
50,66,64,-89,2
51,2,2,90,2
51,4,21,90,2
51,25,1,90,2
51,26,23,90,2
51,49,13,90,2
51,62,1,90,2
51,63,21,90,2
51,84,61,90,2
51,145,1,90,2
51,146,144,-89,2
52,2,1,90,2
52,3,1,90,2
52,4,4,90,2
52,8,40,90,2
52,48,1,90,2
52,49,11,90,2
52,60,1,90,2
52,61,2,90,2
52,63,20,90,2
52,83,1,90,2
52,84,62,90,2
52,146,144,-89,2
53,2,3,90,2
53,5,1,90,2
53,6,12,90,2
53,18,32,90,2
53,50,10,90,2
53,60,2,90,2
53,62,15,90,2
53,77,2,90,2
53,79,3,90,2
53,82,76,-89,2
54,6,13,90,2
54,19,1,90,2
54,20,42,90,2
54,62,11,90,2
54,73,3,90,2
54,76,2,90,2
54,78,46,-88,2
55,32,1,90,2
55,33,25,90,2
55,58,14,90,2
55,72,2,90,2
55,74,3,90,2
55,77,68,-89,2
56,9,11,90,2
56,20,13,90,2
56,33,38,90,2
56,71,1,90,2
56,72,1,90,2
56,73,64,-89,2
57,9,1,90,2
57,10,10,90,2
57,20,1,90,2
57,21,6,90,2
57,27,26,90,2
57,53,2,90,2
57,55,17,90,2
57,72,2,90,2
57,74,13,90,2
57,87,81,-89,2
58,6,3,90,2
58,9,11,90,2
58,20,32,90,2
58,52,16,90,2
58,68,61,-89,2
59,7,1,90,2
59,8,1,90,2
59,9,25,90,2
59,34,33,90,2
59,67,17,90,2
59,84,77,-89,2
60,7,3,90,2
60,10,25,90,2
60,35,3,90,2
60,38,25,90,2
60,63,52,-88,2
61,11,8,90,2
61,19,12,90,2
61,31,2,90,2
61,33,4,90,2
61,37,1,90,2
61,38,23,90,2
61,61,1,90,2
61,62,58,-89,2
62,4,22,90,2
62,26,1,90,2
62,27,5,90,2
62,32,1,90,2
62,33,4,90,2
62,37,24,90,2
62,61,13,90,2
62,74,2,90,2
62,76,72,-89,2
63,4,1,90,2
63,5,11,90,2
63,16,11,90,2
63,27,6,90,2
63,33,28,90,2
63,61,13,90,2
63,74,1,90,2
63,75,70,-89,2
64,5,7,90,2
64,12,14,90,2
64,26,28,90,2
64,54,21,90,2
64,75,62,-89,2
65,13,1,90,2
65,14,7,90,2
65,21,34,90,2
65,55,42,-88,2
66,13,7,90,2
66,20,35,90,2
66,55,1,90,2
66,56,37,-88,2
67,19,1,90,2
67,20,35,90,2
67,55,2,90,2
67,57,46,-88,2
68,11,1,90,2
68,12,17,90,2
68,29,22,90,2
68,51,4,90,2
68,55,51,-88,2
69,4,7,90,2
69,11,17,90,2
69,28,24,-87,2
70,4,1,90,2
70,5,22,90,2
70,27,1,90,2
70,28,1,90,2
70,29,33,90,2
70,62,1,90,2
70,63,60,-89,2
71,3,25,90,2
71,28,8,90,2
71,36,1,90,2
71,37,23,90,2
71,60,1,90,2
71,61,2,90,2
71,63,61,-89,2
72,2,1,90,2
72,3,15,90,2
72,18,1,90,2
72,19,18,90,2
72,37,9,90,2
72,46,15,90,2
72,61,1,90,2
72,62,59,-89,2
73,3,5,90,2
73,8,1,90,2
73,9,1,90,2
73,10,8,90,2
73,18,43,90,2
73,61,59,-89,2
74,2,6,90,2
74,8,2,90,2
74,10,14,90,2
74,24,47,90,2
74,71,1,90,2
74,72,63,-89,2
75,9,15,90,2
75,24,1,90,2
75,25,47,90,2
75,72,48,-88,2
76,24,19,90,2
76,43,26,90,2
76,69,45,-88,2
77,24,1,90,2
77,25,17,90,2
77,42,1,90,2
77,43,4,90,2
77,47,20,90,2
77,67,6,90,2
77,73,48,-88,2
78,25,18,90,2
78,43,4,90,2
78,47,1,90,2
78,48,18,90,2
78,66,1,90,2
78,67,5,90,2
78,72,1,90,2
78,73,42,-88,2
79,31,12,90,2
79,43,3,90,2
79,46,19,90,2
79,65,2,90,2
79,67,21,-87,2
80,46,19,90,2
80,65,1,90,2
80,66,13,90,2
80,79,57,-88,2
81,22,43,90,2
81,65,11,90,2
81,76,2,90,2
81,78,1,90,2
81,79,57,-88,2
82,22,1,90,2
82,23,42,90,2
82,65,10,90,2
82,75,1,90,2
82,76,1,90,2
82,77,62,-89,2
83,15,7,90,2
83,22,8,90,2
83,30,34,90,2
83,64,12,90,2
83,76,68,-89,2
84,8,6,90,2
84,14,1,90,2
84,15,7,90,2
84,22,7,90,2
84,29,42,90,2
84,71,2,90,2
84,73,28,90,2
84,101,1,90,2
84,102,15,90,2
84,117,1,90,2
84,118,2,90,2
84,120,99,-89,2
85,21,8,90,2
85,29,1,90,2
85,30,41,90,2
85,71,1,90,2
85,72,11,90,2
85,83,17,90,2
85,100,2,90,2
85,102,17,90,2
85,119,118,-89,2
86,1,20,90,2
86,21,1,90,2
86,22,7,90,2
86,29,49,90,2
86,78,5,90,2
86,83,1,90,2
86,84,28,90,2
86,112,111,-89,2
87,1,20,90,2
87,21,9,90,2
87,30,22,90,2
87,52,30,90,2
87,82,1,90,2
87,83,28,90,2
87,111,1,90,2
87,112,98,-89,2
88,14,1,90,2
88,15,15,90,2
88,30,29,90,2
88,59,24,90,2
88,83,21,90,2
88,104,41,90,2
88,145,1,90,2
88,146,139,-89,2
89,7,7,90,2
89,14,16,90,2
89,30,20,90,2
89,50,10,90,2
89,60,6,90,2
89,66,48,90,2
89,114,1,90,2
89,115,31,90,2
89,146,106,-89,2
90,40,1,90,2
90,41,19,90,2
90,60,1,90,2
90,61,5,90,2
90,66,1,90,2
90,67,47,90,2
90,114,113,-89,2
91,1,39,90,2
91,40,20,90,2
91,60,6,90,2
91,66,24,90,2
91,90,59,-89,2
92,31,17,90,2
92,48,1,90,2
92,49,10,90,2
92,59,6,90,2
92,65,25,90,2
92,90,1,90,2
92,91,61,-89,2
93,30,18,90,2
93,48,17,90,2
93,65,17,90,2
93,82,9,90,2
93,91,32,-88,2
94,59,6,90,2
94,65,1,90,2
94,66,17,90,2
94,83,1,90,2
94,84,5,90,2
94,89,34,-88,2
95,55,3,90,2
95,58,1,90,2
95,59,9,90,2
95,68,4,90,2
95,72,11,90,2
95,83,6,90,2
95,89,1,90,2
95,90,48,90,2
95,138,83,-89,2
96,55,1,90,2
96,56,12,90,2
96,68,1,90,2
96,69,2,90,2
96,71,1,90,2
96,72,17,90,2
96,89,48,90,2
96,137,1,90,2
96,138,70,-89,2
97,68,5,90,2
97,73,9,90,2
97,82,7,90,2
97,89,50,90,2
97,139,1,90,2
97,140,76,-89,2
98,64,3,90,2
98,67,22,90,2
98,89,1,90,2
98,90,49,90,2
98,139,75,-89,2
99,64,1,90,2
99,65,1,90,2
99,66,1,90,2
99,67,22,90,2
99,89,17,90,2
99,106,28,90,2
99,134,113,-89,2
100,21,8,90,2
100,29,38,90,2
100,67,38,90,2
100,105,2,90,2
100,107,15,90,2
100,122,101,-89,2
101,21,1,90,2
101,22,7,90,2
101,29,1,90,2
101,30,36,90,2
101,66,1,90,2
101,67,22,90,2
101,89,2,90,2
101,91,15,90,2
101,106,1,90,2
101,107,14,90,2
101,121,1,90,2
101,122,13,90,2
101,135,1,90,2
101,136,115,-89,2
102,21,8,90,2
102,29,29,90,2
102,58,7,90,2
102,65,2,90,2
102,67,22,90,2
102,89,1,90,2
102,90,1,90,2
102,91,32,90,2
102,123,1,90,2
102,124,11,90,2
102,135,2,90,2
102,137,116,-89,2
103,21,1,90,2
103,22,7,90,2
103,29,1,90,2
103,30,7,90,2
103,37,29,90,2
103,66,25,90,2
103,91,1,90,2
103,92,31,90,2
103,123,2,90,2
103,125,10,90,2
103,135,1,90,2
103,136,11,90,2
103,147,126,-89,2
104,21,8,90,2
104,29,8,90,2
104,37,1,90,2
104,38,18,90,2
104,56,11,90,2
104,67,24,90,2
104,91,33,90,2
104,124,1,90,2
104,125,10,90,2
104,135,12,90,2
104,147,1,90,2
104,148,111,-89,2
105,37,19,90,2
105,56,1,90,2
105,57,27,90,2
105,84,7,90,2
105,91,1,90,2
105,92,33,90,2
105,125,22,90,2
105,147,63,-89,2
106,84,1,90,2
106,85,47,-88,2
107,38,46,90,2
107,84,29,90,2
107,113,75,-89,2
108,38,1,90,2
108,39,97,90,2
108,136,98,-89,2
109,38,38,90,2
109,76,28,90,2
109,104,28,-87,2
110,76,1,90,2
110,77,9,90,2
110,86,35,-88,2
111,51,10,90,2
111,61,9,90,2
111,70,1,90,2
111,71,10,-84,2
112,61,1,90,2
112,62,8,90,2
112,70,2,90,2
112,72,59,90,2
112,131,70,-89,2
113,61,2,90,2
113,63,10,90,2
113,73,7,90,2
113,80,18,-86,2
114,62,1,90,2
114,63,17,90,2
114,80,1,90,2
114,81,40,-88,2
115,41,9,-83,2
116,32,9,90,2
116,41,1,90,2
116,42,13,90,2
116,55,18,90,2
116,73,5,90,2
116,78,46,-88,2
117,32,1,90,2
117,33,8,90,2
117,41,37,90,2
117,78,46,-88,2
118,32,33,90,2
118,65,3,90,2
118,68,10,90,2
118,78,10,90,2
118,88,59,-89,2
119,29,20,90,2
119,49,16,90,2
119,65,1,90,2
119,66,1,90,2
119,67,1,90,2
119,68,9,90,2
119,77,1,90,2
119,78,76,-89,2
120,2,27,90,2
120,29,1,90,2
120,30,19,90,2
120,49,1,90,2
120,50,10,90,2
120,60,1,90,2
120,61,8,90,2
120,69,67,-89,2
121,2,1,90,2
121,3,26,90,2
121,29,30,90,2
121,59,1,90,2
121,60,3,90,2
121,63,61,-89,2
122,2,25,90,2
122,27,1,90,2
122,28,19,90,2
122,47,13,90,2
122,60,33,-88,2
123,27,118,90,2
123,145,1,90,2
123,146,91,-89,2
124,55,29,90,2
124,84,47,90,2
124,131,14,90,2
124,145,61,-89,2
125,84,46,90,2
125,130,1,90,2
125,131,15,86,2
126,146,21,-87,2
127,125,20,90,2
127,145,1,90,2
127,146,88,-89,2
128,58,23,90,2
128,81,3,-71,2
129,78,38,90,2
129,116,1,90,2
129,117,36,-88,2
130,81,22,90,2
130,103,13,90,2
130,116,36,-88,2
131,80,1,90,2
131,81,1,90,2
131,82,11,90,2
131,93,1,90,2
131,94,8,90,2
131,102,2,90,2
131,104,18,90,2
131,122,1,90,2
131,123,18,90,2
131,141,60,-89,2
132,81,3,90,2
132,84,9,90,2
132,93,2,90,2
132,95,5,90,2
132,100,1,90,2
132,101,12,90,2
132,113,1,90,2
132,114,50,-88,2
133,64,17,90,2
133,81,3,90,2
133,84,1,90,2
133,85,2,90,2
133,87,6,90,2
133,93,1,90,2
133,94,7,90,2
133,101,13,90,2
133,114,41,-88,2
134,73,1,90,2
134,74,6,90,2
134,80,1,90,2
134,81,4,90,2
134,85,2,90,2
134,87,1,90,2
134,88,3,90,2
134,91,1,90,2
134,92,19,-86,2
135,73,6,90,2
135,79,2,90,2
135,81,1,90,2
135,82,10,90,2
135,92,12,-85,2
136,80,2,90,2
136,82,63,90,2
136,145,77,-89,2
137,68,12,90,2
137,80,1,90,2
137,81,13,-85,2
138,68,1,90,2
138,69,10,90,2
138,79,1,90,2
138,80,52,90,2
138,132,64,-89,2
139,68,2,90,2
139,70,11,90,2
139,81,1,90,2
139,82,50,90,2
139,132,1,90,2
139,133,52,-88,2
140,81,2,90,2
140,83,49,90,2
140,132,75,-87,2
143,57,16,90,2
143,73,1,-45,2
144,72,1,90,2
144,73,24,-87,2
145,49,10,90,2
145,59,2,90,2
145,61,9,90,2
145,70,1,90,2
145,71,2,90,2
145,73,1,90,2
145,74,14,-85,2
146,60,1,90,2
146,61,9,90,2
146,70,33,90,2
146,103,1,45,2
4,28,81,86,4
9,109,1,-45,4
10,108,1,90,4
10,109,1,0,4
11,109,86,-79,4
26,24,1,-45,4
27,23,1,90,4
27,24,10,84,4
28,34,1,90,4
28,35,5,-78,4
29,30,1,90,4
29,31,4,90,4
29,35,7,-81,4
30,28,1,90,4
30,29,2,90,4
30,31,3,-71,4
31,28,63,90,4
31,91,32,-84,4
34,59,1,-45,4
35,58,1,90,4
35,59,3,-71,4
36,56,1,90,4
36,57,2,90,4
36,59,28,-87,4
37,31,1,90,4
37,32,25,90,4
37,57,1,90,4
37,58,1,-45,4
38,57,27,87,4
39,84,32,-86,4
41,52,1,0,4
42,52,1,90,4
42,53,18,-80,4
45,35,1,90,4
45,36,34,-88,4
46,2,1,90,4
46,3,33,90,4
46,36,33,-88,4
47,3,55,88,4
48,58,1,90,4
48,59,28,-87,4
49,31,26,90,4
49,57,2,90,4
49,59,2,-63,4
50,57,1,90,4
50,58,25,-87,4
51,33,25,-87,4
52,8,1,-45,4
53,7,1,90,4
53,8,1,0,4
54,8,9,90,4
54,17,11,90,4
54,28,12,-85,4
55,16,1,90,4
55,17,11,90,4
55,28,1,90,4
55,29,12,-85,4
56,17,34,90,4
56,51,25,-87,4
57,26,24,90,4
57,50,46,-88,4
58,4,21,90,4
58,25,1,90,4
58,26,33,90,4
58,59,1,90,4
58,60,57,-88,4
59,3,1,90,4
59,4,1,90,4
59,5,19,90,4
59,24,2,90,4
59,26,34,90,4
59,60,56,-88,4
60,4,19,90,4
60,23,1,90,4
60,24,1,90,4
60,25,32,90,4
60,57,45,-88,4
61,12,12,90,4
61,24,11,90,4
61,35,11,90,4
61,46,11,90,4
61,57,1,90,4
61,58,46,-88,4
62,12,1,90,4
62,13,21,90,4
62,34,11,90,4
62,45,1,90,4
62,46,34,-88,4
63,12,32,90,4
63,44,2,90,4
63,46,44,-88,4
64,2,1,90,4
64,3,17,90,4
64,20,24,90,4
64,44,1,90,4
64,45,43,-88,4
65,2,19,90,4
65,21,1,0,4
66,21,1,90,4
66,22,1,-45,4
67,21,4,-63,4
69,17,1,0,4
70,17,1,90,4
70,18,1,-45,4
71,17,11,90,4
71,28,61,90,4
71,89,1,90,4
71,90,62,-89,4
72,28,1,90,4
72,29,61,90,4
72,90,62,-89,4
73,28,21,87,4
74,49,1,-45,4
75,48,1,90,4
75,49,40,90,4
75,89,61,-89,4
76,28,1,90,4
76,29,20,90,4
76,49,39,90,4
76,88,1,90,4
76,89,60,-89,4
77,29,1,-45,4
78,28,1,90,4
78,29,17,90,4
78,46,17,-86,4
79,29,17,90,4
79,46,1,90,4
79,47,1,-45,4
80,46,11,79,4
82,57,46,-88,4
83,11,15,90,4
83,26,63,90,4
83,89,5,90,4
83,94,1,90,4
83,95,93,-89,4
84,2,8,90,4
84,10,16,90,4
84,26,1,90,4
84,27,68,90,4
84,95,35,90,4
84,130,120,-89,4
85,10,1,90,4
85,11,15,90,4
85,26,104,90,4
85,130,1,90,4
85,131,121,-89,4
86,10,71,90,4
86,81,8,82,4
87,89,6,90,4
87,95,7,-81,4
88,88,1,90,4
88,89,39,90,4
88,128,1,-45,4
89,127,99,-81,4
103,28,74,90,4
103,102,1,90,4
103,103,73,-89,4
104,30,72,90,4
104,102,3,0,4
107,102,15,82,4
109,117,1,90,4
109,118,1,-45,4
110,117,2,0,4
112,117,108,-88,4
115,9,10,90,4
115,19,10,-84,4
116,9,1,90,4
116,10,8,90,4
116,18,2,90,4
116,20,31,88,4
117,51,1,90,4
117,52,3,90,4
117,55,3,-71,4
118,52,49,-88,4
119,3,3,90,4
119,6,1,90,4
119,7,88,90,4
119,95,1,90,4
119,96,1,90,4
119,97,90,-89,4
120,7,18,90,4
120,25,42,90,4
120,67,2,90,4
120,69,26,90,4
120,95,2,90,4
120,97,1,90,4
120,98,29,90,4
120,127,2,90,4
120,129,61,-89,4
121,68,1,90,4
121,69,58,90,4
121,127,1,90,4
121,128,1,90,4
121,129,60,-89,4
122,69,51,-88,4
123,18,1,0,4
124,18,1,90,4
124,19,5,-59,4
127,14,1,90,4
127,15,10,-84,4
128,5,10,90,4
128,15,103,90,4
128,118,1,90,4
128,119,114,-89,4
129,5,1,90,4
129,6,4,-63,4
131,2,1,90,4
131,3,1,-45,4
132,2,59,88,4
134,61,36,-86,4
136,25,1,0,4
137,25,1,90,4
137,26,1,-45,4
138,25,4,-45,4
141,22,32,86,4
143,54,4,75,4
144,58,56,-88,4
145,2,51,90,4
145,53,52,-88,4
146,1,1,90,4
146,2,1,90,4
146,3,49,90,4
146,52,1,90,4
146,53,4,90,4
146,57,55,-88,4
6,62,1,90,4
6,63,1,0,4
7,63,45,-84,4
11,18,1,90,4
11,19,2,-63,4
12,17,2,90,4
12,19,9,71,4
15,28,1,90,4
15,29,1,0,4
16,29,6,-71,4
18,23,2,-45,4
20,21,68,90,4
20,89,2,90,4
20,91,74,-89,4
21,17,68,89,4
22,85,2,90,4
22,87,74,-88,4
24,13,4,-75,4
25,9,1,-45,4
26,8,1,90,4
26,9,1,0,4
27,9,1,90,4
27,10,61,89,4
28,71,1,90,4
28,72,68,-89,4
29,4,68,90,4
29,72,72,90,4
29,144,105,-88,4
31,39,2,90,4
31,41,21,90,4
31,62,78,90,4
31,140,125,-89,4
32,15,2,90,4
32,17,39,90,4
32,56,7,90,4
32,63,77,90,4
32,140,1,90,4
32,141,128,-89,4
33,13,1,90,4
33,14,39,90,4
33,53,3,90,4
33,56,1,90,4
33,57,6,90,4
33,63,1,90,4
33,64,28,90,4
